PWM ID,Cognate TF,ID,NR_sites,References,Superclass,Class,Family,Subfamily
BU0095.Zfp161_primary,Vezf1,VEZF1_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,MAZ-like factors
BU0096.Zfp187_primary,Zscan26,ZSCAN26_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,unclassified
BU0097.Zfp281_primary,Znf281,ZNF281_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,ZNF148-like factors
BU0098.Zfp410_primary,Znf410,ZNF410_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,unclassified
BU0099.Zfp691_primary,Zfp691,ZNF691_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,unclassified
BU0100.Zfp740_primary,Zfp740,ZNF740_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Other factors with up to three adjacent zinc fingers,Other three adjacent zinc finger factors
BU0101.Zic1_primary,Zic1,ZIC1_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
BU0102.Zic2_primary,Zic2,ZIC2_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
BU0103.Zic3_primary,Zic3,ZIC3_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,GLI-like factors
BU0104.Zscan4_primary,Zscan4,ZSCAN4_001,1000,"Badis G et al., Science 2009",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,ZSCAN5-like zinc finger factors
CDC5L_HUMAN.H10MO.D,Cdc5l,CDC5L_001,10,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Myb/SANT domain factors,Myb-like factors
CDX1_HUMAN.H10MO.C,Cdx1,CDX1_003,30,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,CDX (Caudal type homeobox)
CDX2_HUMAN.H10MO.C,Cdx2,CDX2_004,36,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,CDX (Caudal type homeobox)
CEBPA_HUMAN.H10MO.A,Cebpa,CEBPA_004,500,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
CEBPB_HUMAN.H10MO.A,Cebpb,CEBPB_005,405,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
CEBPD_HUMAN.H10MO.B,Cebpd,CEBPD_002,77,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
CEBPE_HUMAN.H10MO.A,Cebpe,CEBPE_002,812,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
CEBPG_HUMAN.H10MO.C,Cebpg,CEBPG_003,22,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
COE1_HUMAN.H10MO.A,Ebf1,EBF1_004,500,HOCOMOCO v10,Immunoglobulin fold,Rel homology region (RHR) factors,Early B-Cell Factor-related factors,Early B-Cell Factor-related factors
COT1_HUMAN.H10MO.B,Nr2f1,NR2F1_006,83,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),COUP-like receptors (NR2F)
COT1_HUMAN.H10MO.S,Nr2f1,NR2F1_007,82,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),COUP-like receptors (NR2F)
COT2_HUMAN.H10MO.A,Nr2f2,NR2F2_002,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),COUP-like receptors (NR2F)
COT2_HUMAN.H10MO.S,Nr2f2,NR2F2_003,79,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),COUP-like receptors (NR2F)
CR3L1_HUMAN.H10MO.D,Creb3l1,CREB3L1_007,30982,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),CREB-related factors,CREB-3-like factors
CR3L2_HUMAN.H10MO.D,Creb3l2,CREB3L2_003,1219,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),CREB-related factors,CREB-3-like factors
CREB1_HUMAN.H10MO.A,Creb1,CREB1_003,494,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),CREB-related factors,CREB-like factors
CREB3_HUMAN.H10MO.D,Creb3,CREB3_003,93,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),CREB-related factors,CREB-3-like factors
CREB5_HUMAN.H10MO.D,Creb5,CREB5_002,1702,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,ATF-2-like factors
CREM_HUMAN.H10MO.C,Crem,CREM_001,30,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),CREB-related factors,CREB-like factors
CRX_HUMAN.H10MO.C,Crx,CRX_003,52,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
CTCF_HUMAN.H10MO.A,Ctcf,CTCF_004,490,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,CTCF-like factors
CTCFL_HUMAN.H10MO.A,Ctcfl,CTCFL_001,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,CTCF-like factors
CUX1_HUMAN.H10MO.C,Cux1,CUX1_006,97,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HD-CUT factors,CUX
CUX2_HUMAN.H10MO.D,Cux2,CUX2_003,26536,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HD-CUT factors,CUX
CXXC1_HUMAN.H10MO.D,Cxxc1,CXXC1_001,58,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,CXXC zinc finger factors,CpG-binding proteins,CpG-binding proteins
DBP_HUMAN.H10MO.B,Dbp,DBP_004,25,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,PAR factors
DDIT3_HUMAN.H10MO.C,Ddit3,DDIT3_001,41,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
DLX1_HUMAN.H10MO.D,Dlx1,DLX1_004,16252,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
DLX3_HUMAN.H10MO.C,Dlx3,DLX3_003,34,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
DLX4_HUMAN.H10MO.D,Dlx4,DLX4_003,2355,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
DLX5_HUMAN.H10MO.D,Dlx5,DLX5_003,1101,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
DLX6_HUMAN.H10MO.D,Dlx6,DLX6_002,1138,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
DMBX1_HUMAN.H10MO.D,Dmbx1,DMBX1_003,29,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DMBX
DPRX_HUMAN.H10MO.D,-,DPRX_003,46561,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DPRX
DRGX_HUMAN.H10MO.D,Prrxl1,DRGX_002,10531,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DRGX
DUXA_HUMAN.H10MO.D,-,DUXA_002,2685,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DUX
E2F1_HUMAN.H10MO.A,E2f1,E2F1_007,2135,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
E2F3_HUMAN.H10MO.B,E2f3,E2F3_006,12,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
E2F4_HUMAN.H10MO.A,E2f4,E2F4_004,2075,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
E2F5_HUMAN.H10MO.B,E2f5,E2F5_001,12,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
E2F6_HUMAN.H10MO.C,E2f6,E2F6_002,1864,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
E2F8_HUMAN.H10MO.D,E2f8,E2F8_002,28,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
EGR1_HUMAN.H10MO.A,Egr1,EGR1_007,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Kruppel-related factors,EGR factors
EGR1_HUMAN.H10MO.S,Egr1,EGR1_008,1887,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Kruppel-related factors,EGR factors
EGR2_HUMAN.H10MO.C,Egr2,EGR2_004,21,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Kruppel-related factors,EGR factors
EHF_HUMAN.H10MO.C,Ehf,EHF_005,500,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,EHF-like factors
EHF_HUMAN.H10MO.S,Ehf,EHF_006,400,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,EHF-like factors
ELF1_HUMAN.H10MO.A,Elf1,ELF1_005,499,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elf-1-like factors
ELF2_HUMAN.H10MO.C,Elf2,ELF2_004,181,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elf-1-like factors
ELF3_HUMAN.H10MO.D,Elf3,ELF3_005,14,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,EHF-like factors
ELF5_HUMAN.H10MO.D,Elf5,ELF5_006,39,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,EHF-like factors
ELK1_HUMAN.H10MO.A,Elk1,ELK1_007,160,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ELK4_HUMAN.H10MO.A,Elk4,ELK4_005,12709,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
EMX1_HUMAN.H10MO.D,Emx1,EMX1_003,30488,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
EMX2_HUMAN.H10MO.D,Emx2,EMX2_004,35820,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
EOMES_HUMAN.H10MO.D,Eomes,EOMES_004,375,HOCOMOCO v10,Immunoglobulin fold,T-Box factors,TBrain-related factors,TBrain-related factors
EPAS1_HUMAN.H10MO.D,Epas1,EPAS1_001,12,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),PAS domain factors,Ahr-like factors
ERG_HUMAN.H10MO.B,Erg,ERG_007,2441,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ERR1_HUMAN.H10MO.D,Esrra,ESRRA_011,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
ERR2_HUMAN.H10MO.A,Esrrb,ESRRB_004,3662,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
ERR3_HUMAN.H10MO.B,Esrrg,ESRRG_004,14,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
ESR1_HUMAN.H10MO.A,Esr1,ESR1_003,483,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
ESR1_HUMAN.H10MO.S,Esr1,ESR1_004,525,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
ESR2_HUMAN.H10MO.A,Esr2,ESR2_003,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
ESR2_HUMAN.H10MO.S,Esr2,ESR2_004,371,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
ESX1_HUMAN.H10MO.D,Esx1,ESX1_004,8260,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ESX
ETS0001.h-EHF,Ehf,EHF_002,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,EHF-like factors
ETS0002.h-ELF1,Elf1,ELF1_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elf-1-like factors
ETS0003.h-ELF2,Elf2,ELF2_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elf-1-like factors
ETS0004.h-ELF3,Elf3,ELF3_002,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,EHF-like factors
ETS0005.h-ELF4,Elf4,ELF4_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elf-1-like factors
ETS0006.h-ELF5,Elf5,ELF5_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,EHF-like factors
ETS0007.h-Elk1,Elk1,ELK1_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETS0008.h-Elk3,Elk3,ELK3_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETS0009.h-Elk4,Elk4,ELK4_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETS0010.h-ERF,Erf,ERF_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0011.h-ERG,Erg,ERG_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0012.h-ETS1,Ets1,ETS1_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0013.h-ETS2,Ets2,ETS2_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0014.h-ETV1,Etv1,ETV1_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETS0015.h-ETV2,Etv2,ETV2_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0016.h-ETV3,Etv3,ETV3_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0017.h-ETV4,Etv4,ETV4_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETS0018.h-ETV5,Etv5,ETV5_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETS0019.h-ETV6,Etv6,ETV6_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,ETV6-like factors
ETS0020.h-ETV7,-,ETV7_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,ETV6-like factors
ETS0021.h-FEV,Fev,FEV_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0022.h-Fli1,Fli1,FLI1_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0023.h-GABPA,Gabpa,GABPA_002,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS0024.h-SPDEF,Spdef,SPDEF_002,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,SPDEF-like factors
ETS0025.h-SPIB,Spib,SPIB_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Spi-like factors
ETS0026.h-SPIC,Spic,SPIC_001,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Spi-like factors
ETS0027.h-SPI1,Spi1,SPI1_002,100,"Wei GH et al., EMBO 2010",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Spi-like factors
ETS1_HUMAN.H10MO.C,Ets1,ETS1_008,147,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETS2_HUMAN.H10MO.C,Ets2,ETS2_003,42,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETV1_HUMAN.H10MO.B,Etv1,ETV1_003,337,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETV2_HUMAN.H10MO.D,Etv2,ETV2_003,907,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETV3_HUMAN.H10MO.D,Etv3,ETV3_003,12,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
ETV4_HUMAN.H10MO.B,Etv4,ETV4_003,47,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETV5_HUMAN.H10MO.D,Etv5,ETV5_003,15,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Elk-like factors
ETV6_HUMAN.H10MO.D,Etv6,ETV6_004,2039,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,ETV6-like factors
EVI1_HUMAN.H10MO.B,Mecom,MECOM_002,141,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Evi-1-like factors
EVX2_HUMAN.H10MO.A,Evx2,EVX2_003,500,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,EVX (Even-skipped homolog)
FEV_HUMAN.H10MO.C,Fev,FEV_004,13,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
FIGLA_HUMAN.H10MO.D,Figla,FIGLA_002,159,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Twist-like factors
FLI1_HUMAN.H10MO.A,Fli1,FLI1_007,500,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
FOS_HUMAN.H10MO.A,Fos,FOS_003,500,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
FOSB_HUMAN.H10MO.C,Fosb,FOSB_001,486,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
FOSL1_HUMAN.H10MO.A,Fosl1,FOSL1_002,499,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
FOSL2_HUMAN.H10MO.A,Fosl2,FOSL2_002,500,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
FOXA1_HUMAN.H10MO.A,Foxa1,FOXA1_005,500,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXA
FOXA2_HUMAN.H10MO.A,Foxa2,FOXA2_004,494,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXA
FOXA3_HUMAN.H10MO.C,Foxa3,FOXA3_001,23,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXA
FOXB1_HUMAN.H10MO.D,Foxb1,FOXB1_005,7038,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXB
FOXC1_HUMAN.H10MO.C,Foxc1,FOXC1_007,26,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXC
FOXD1_HUMAN.H10MO.D,Foxd1,FOXD1_002,22,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXD
FOXD2_HUMAN.H10MO.D,Foxd2,FOXD2_003,968,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXD
FOXD3_HUMAN.H10MO.D,Foxd3,FOXD3_004,75,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXF
FOXF2_HUMAN.H10MO.D,Foxf2,FOXF2_002,26,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXF
FOXG1_HUMAN.H10MO.D,Foxg1,FOXG1_006,310,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXG
FOXH1_HUMAN.H10MO.A,Foxh1,FOXH1_002,500,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXH
FOXI1_HUMAN.H10MO.B,Foxi1,FOXI1_004,156,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXI
FOXJ2_HUMAN.H10MO.C,Foxj2,FOXJ2_004,41,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXJ
FOXJ3_HUMAN.H10MO.A,Foxj3,FOXJ3_009,626,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXJ
FOXJ3_HUMAN.H10MO.S,Foxj3,FOXJ3_010,613,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXJ
FOXK1_HUMAN.H10MO.D,Foxk1,FOXK1_005,10071,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXK
FOXL1_HUMAN.H10MO.D,Foxl1,FOXL1_005,1207,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXL
FOXM1_HUMAN.H10MO.D,Foxm1,FOXM1_001,13,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXM
FOXO1_HUMAN.H10MO.C,Foxo1,FOXO1_005,58,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXO3_HUMAN.H10MO.B,Foxo3,FOXO3_005,63,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXO4_HUMAN.H10MO.C,Foxo4,FOXO4_004,28,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXO6_HUMAN.H10MO.D,Foxo6,FOXO6_004,3383,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
FOXP2_HUMAN.H10MO.A,Foxp2,FOXP2_002,1997,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXP
FOXQ1_HUMAN.H10MO.C,Foxq1,FOXQ1_002,13,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXQ
GABPA_HUMAN.H10MO.A,Gabpa,GABPA_005,2750,HOCOMOCO v10,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
GATA1_HUMAN.H10MO.A,Gata1,GATA1_005,271,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA1_HUMAN.H10MO.S,Gata1,GATA1_006,956,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA2_HUMAN.H10MO.A,Gata2,GATA2_003,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA3_HUMAN.H10MO.C,Gata3,GATA3_006,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA4_HUMAN.H10MO.B,Gata4,GATA4_003,107,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA5_HUMAN.H10MO.D,Gata5,GATA5_003,13,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA6_HUMAN.H10MO.B,Gata6,GATA6_002,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GATA6_HUMAN.H10MO.S,Gata6,GATA6_003,114,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
GBX1_HUMAN.H10MO.D,Gbx1,GBX1_004,36146,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
GBX2_HUMAN.H10MO.D,Gbx2,GBX2_006,11244,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
GCM1_HUMAN.H10MO.D,Gcm1,GCM1_005,12,HOCOMOCO v10,beta-Hairpin exposed by an alpha/beta-scaffold,GCM domain factors,GCM factors,GCM factors
GCM2_HUMAN.H10MO.D,Gcm2,GCM2_002,352,HOCOMOCO v10,beta-Hairpin exposed by an alpha/beta-scaffold,GCM domain factors,GCM factors,GCM factors
